ensgene,entrez,symbol,chr,start,end,strand,biotype,description
ENSG00000233196,NA,GS1-304P7.1,1,186580515,186581191,-1,processed_pseudogene,
ENSG00000233197,NA,TMEM256P1,10,69523311,69523650,-1,processed_pseudogene,transmembrane protein 256 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45087]
ENSG00000233198,643596,RNF224,9,137227271,137229638,1,protein_coding,ring finger protein 224 [Source:HGNC Symbol;Acc:HGNC:41912]
ENSG00000233200,NA,RP11-324I22.2,10,35219894,35230598,-1,lincRNA,
ENSG00000233203,NA,RP11-67L3.4,1,54887563,54888850,1,antisense,
ENSG00000233204,NA,MAPRE1P3,2,165285253,165286048,1,processed_pseudogene,MAPRE1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37762]
ENSG00000233205,NA,AC108479.2,2,87972656,87973082,1,processed_pseudogene,
ENSG00000233206,NA,RPS3AP1,21,20430443,20430762,-1,processed_pseudogene,ribosomal protein S3A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10422]
ENSG00000233208,400238,LINC00642,14,90455230,90458905,1,lincRNA,long intergenic non-protein coding RNA 642 [Source:HGNC Symbol;Acc:HGNC:44293]
ENSG00000233209,3119,HLA-DQB1,CHR_HSCHR6_MHC_DBB_CTG1,32634703,32644644,-1,protein_coding,"major histocompatibility complex, class II, DQ beta 1 [Source:HGNC Symbol;Acc:HGNC:4944]"
ENSG00000233210,7918,GPANK1,CHR_HSCHR6_MHC_DBB_CTG1,31643407,31648462,-1,protein_coding,G patch domain and ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:13920]
ENSG00000233211,NA,GRPEL2P1,13,88978447,88978785,-1,processed_pseudogene,"GrpE-like 2, mitochondrial (E. coli) pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:41969]"
ENSG00000233213,NA,KCNJ6-AS1,21,37717102,37719569,-1,sense_intronic,KCNJ6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41352]
ENSG00000233214,NA,AC002511.2,19,35424062,35424652,-1,lincRNA,
ENSG00000233215,101927843,AP000472.2,21,22008944,22098459,-1,lincRNA,
ENSG00000233216,NA,RP11-414C16.1,1,58228682,58229003,-1,processed_pseudogene,
ENSG00000233217,NA,MROH3P,1,200920994,200966530,1,unitary_pseudogene,"maestro heat-like repeat family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:33122]"
ENSG00000233219,NA,RP11-89N17.3,7,33868501,33874231,-1,lincRNA,
ENSG00000233220,NA,LINC00167,11,130002938,130004356,1,lincRNA,long intergenic non-protein coding RNA 167 [Source:HGNC Symbol;Acc:HGNC:30468]
ENSG00000233221,NA,AC133785.1,2,130830978,130836994,-1,antisense,
ENSG00000233222,NA,RP11-216N14.9,1,153750983,153752176,-1,antisense,
ENSG00000233223,NA,AC113189.5,17,7581964,7584072,-1,antisense,
ENSG00000233225,NA,AC004987.9,7,39833571,39834718,1,processed_pseudogene,
ENSG00000233228,NA,LPCAT2BP,1,92066306,92067839,1,unitary_pseudogene,"lysophosphatidylcholine acyltransferase 2b, pseudogene [Source:HGNC Symbol;Acc:HGNC:38003]"
ENSG00000233229,NA,CNOT7P1,X,69937166,69938017,-1,processed_pseudogene,"CCR4-NOT transcription complex, subunit 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44248]"
ENSG00000233230,NA,AC079807.2,2,47905678,47907810,1,antisense,
ENSG00000233231,NA,HNRNPA1P49,6,166334568,166335471,1,processed_pseudogene,heterogeneous nuclear ribonucleoprotein A1 pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:48779]
ENSG00000233232,728734,NPIPB7,16,28456372,28471175,-1,protein_coding,"nuclear pore complex interacting protein family, member B7 [Source:HGNC Symbol;Acc:HGNC:33832]"
ENSG00000233232,100507607,NPIPB7,16,28456372,28471175,-1,protein_coding,"nuclear pore complex interacting protein family, member B7 [Source:HGNC Symbol;Acc:HGNC:33832]"
ENSG00000233234,NA,RP11-740P5.2,1,2811850,2812692,-1,lincRNA,
ENSG00000233235,NA,RP5-908D6.1,1,89324522,89334880,1,unprocessed_pseudogene,
ENSG00000233236,NA,AP001171.1,21,20256752,20258820,-1,lincRNA,
ENSG00000233237,NA,LINC00472,6,71344344,71420769,-1,lincRNA,long intergenic non-protein coding RNA 472 [Source:HGNC Symbol;Acc:HGNC:21380]
ENSG00000233238,449492,DEFA9P,8,6959289,6960161,-1,unprocessed_pseudogene,"defensin, alpha 9 pseudogene [Source:HGNC Symbol;Acc:HGNC:31800]"
ENSG00000233239,NA,HLA-U,CHR_HSCHR6_MHC_DBB_CTG1,29923905,29924090,1,unprocessed_pseudogene,"major histocompatibility complex, class I, U (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23477]"
ENSG00000233240,NA,HLA-DRB7,CHR_HSCHR6_MHC_DBB_CTG1,32504263,32523409,-1,unprocessed_pseudogene,
ENSG00000233241,NA,DDX39BP1,CHR_HSCHR6_MHC_COX_CTG1,29898045,29898411,1,unprocessed_pseudogene,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33450]
ENSG00000233242,NA,RP11-220I1.2,9,37112548,37115490,-1,antisense,
ENSG00000233243,NA,RP11-12D5.5,X,27863893,27864349,1,processed_pseudogene,
ENSG00000233246,101929464,RP11-415J8.5,1,33350352,33363245,1,antisense,
ENSG00000233247,NA,GS1-257G1.1,X,14244382,14244928,1,processed_pseudogene,
ENSG00000233248,NA,MTND6P9,2,155313440,155313958,-1,processed_pseudogene,MT-ND6 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:39472]
ENSG00000233250,NA,RP3-339A18.6,X,53432722,53433032,-1,antisense,
ENSG00000233251,100129434,AC007743.1,2,56173534,56185770,-1,antisense,
ENSG00000233252,NA,CRIP1P1,3,12673699,12673883,1,processed_pseudogene,cysteine-rich protein 1 (intestinal) pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44516]
ENSG00000233254,NA,RPL21P134,X,75384346,75384828,1,processed_pseudogene,ribosomal protein L21 pseudogene 134 [Source:HGNC Symbol;Acc:HGNC:36006]
ENSG00000233255,101929633,AC019181.2,2,164840749,164849334,1,antisense,
ENSG00000233256,NA,RP11-445K13.2,10,13415202,13423133,1,antisense,
ENSG00000233258,NA,RP11-219F10.1,10,83911654,83912922,-1,lincRNA,
ENSG00000233259,NA,FABP3P2,13,42369259,42369657,-1,processed_pseudogene,"fatty acid binding protein 3, pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3558]"
ENSG00000233260,NA,RPSAP63,X,133762796,133763683,1,processed_pseudogene,ribosomal protein SA pseudogene 63 [Source:HGNC Symbol;Acc:HGNC:35581]
ENSG00000233261,645528,LINC00264,10,26589865,26594330,1,lincRNA,long intergenic non-protein coding RNA 264 [Source:HGNC Symbol;Acc:HGNC:17776]
ENSG00000233262,NA,RP11-380F14.2,9,84278219,84290131,1,antisense,
ENSG00000233263,NA,AC009518.2,7,131892616,131893615,-1,processed_pseudogene,
ENSG00000233264,NA,AC006042.8,7,7980312,7982228,1,processed_pseudogene,
ENSG00000233265,NA,MICF,6,29852363,29852491,-1,unprocessed_pseudogene,MHC class I polypeptide-related sequence F (pseudogene) [Source:HGNC Symbol;Acc:HGNC:16801]
ENSG00000233266,NA,HMGB1P31,2,54051334,54051760,1,processed_pseudogene,high mobility group box 1 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:39122]
ENSG00000233268,NA,RP11-558F24.2,1,9660828,9662626,-1,processed_pseudogene,
ENSG00000233270,NA,SNRPEP4,19,5576660,5576938,-1,processed_pseudogene,small nuclear ribonucleoprotein polypeptide E pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43446]
ENSG00000233271,NA,RP11-12C17.2,1,54980950,54992274,-1,antisense,
ENSG00000233272,NA,PNPT1P2,7,121842368,121845131,-1,processed_pseudogene,polyribonucleotide nucleotidyltransferase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44469]
ENSG00000233273,NA,AMMECR1LP1,13,96573659,96574499,1,processed_pseudogene,AMMECR1-like pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39809]
ENSG00000233275,NA,AC009238.8,2,95434759,95435113,1,processed_pseudogene,
ENSG00000233276,2876,GPX1,3,49357176,49358600,-1,protein_coding,glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]
ENSG00000233277,NA,RP5-1030M6.3,20,43894720,43895468,1,lincRNA,
ENSG00000233278,NA,RPS26P2,9,30831878,30832225,-1,processed_pseudogene,ribosomal protein S26 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23662]
ENSG00000233285,NA,AC073869.13,2,131369062,131369711,-1,unprocessed_pseudogene,
ENSG00000233286,NA,MTND3P10,2,120212935,120213275,1,processed_pseudogene,MT-ND3 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42150]
ENSG00000233287,NA,AC009362.2,7,131242590,131242995,1,processed_pseudogene,
ENSG00000233288,101928401,RP11-760D2.5,7,56534230,56538130,-1,lincRNA,
ENSG00000233290,NA,RP11-147G16.1,1,82215220,82261133,-1,lincRNA,
ENSG00000233291,NA,RPL7AP61,13,97901653,97902288,1,processed_pseudogene,ribosomal protein L7a pseudogene 61 [Source:HGNC Symbol;Acc:HGNC:35482]
ENSG00000233292,NA,RP11-341B24.3,10,89139044,89139458,1,processed_pseudogene,
ENSG00000233293,NA,RP11-410N8.3,20,32561093,32573888,1,antisense,
ENSG00000233295,NA,FAM90A20P,8,7295014,7298024,1,unprocessed_pseudogene,"family with sequence similarity 90, member A20, pseudogene [Source:HGNC Symbol;Acc:HGNC:32268]"
ENSG00000233296,NA,AC092159.2,2,677186,697371,1,antisense,
ENSG00000233297,NA,RASA4DP,7,102681836,102690469,-1,unprocessed_pseudogene,"RAS p21 protein activator 4CD, pseudogene [Source:HGNC Symbol;Acc:HGNC:44226]"
ENSG00000233298,NA,IFITM4P,CHR_HSCHR6_MHC_MCF_CTG1,29747862,29748281,-1,processed_pseudogene,interferon induced transmembrane protein 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:21669]
ENSG00000233299,NA,HIGD1AP4,2,223398267,223398546,-1,processed_pseudogene,"HIG1 hypoxia inducible domain family, member 1A pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43000]"
ENSG00000233300,NA,EIF4A1P1,21,27367014,27367947,-1,processed_pseudogene,eukaryotic translation initiation factor 4A1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3283]
ENSG00000233301,NA,OR4C14P,11,55537002,55537924,1,unprocessed_pseudogene,"olfactory receptor, family 4, subfamily C, member 14 pseudogene [Source:HGNC Symbol;Acc:HGNC:15170]"
ENSG00000233303,100874528,XXYLT1-AS1,3,195094588,195096057,1,antisense,XXYLT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41153]
ENSG00000233304,NA,LINC01346,1,3940613,3955262,1,lincRNA,long intergenic non-protein coding RNA 1346 [Source:HGNC Symbol;Acc:HGNC:50563]
ENSG00000233306,NA,TRGV2,7,38362864,38363518,-1,TR_V_gene,T cell receptor gamma variable 2 [Source:HGNC Symbol;Acc:HGNC:12287]
ENSG00000233307,NA,AC109815.2,2,109732731,109733136,1,processed_pseudogene,
ENSG00000233308,NA,OSTN-AS1,3,191213291,191234605,-1,antisense,OSTN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41250]
ENSG00000233309,NA,RPS6P12,9,82744067,82744792,-1,processed_pseudogene,ribosomal protein S6 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:36375]
ENSG00000233311,NA,AC009960.3,2,202619185,202619896,-1,processed_pseudogene,
ENSG00000233312,100293534,C4B_2,CHR_HSCHR6_MHC_SSTO_CTG1,31974678,31995335,1,protein_coding,"complement component 4B (Chido blood group), copy 2 [Source:HGNC Symbol;Acc:HGNC:42398]"
ENSG00000233313,NA,HMGA1P5,10,75276376,75276646,-1,processed_pseudogene,high mobility group AT-hook 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:19120]
ENSG00000233314,6992,PPP1R11,CHR_HSCHR6_MHC_APD_CTG1,30059208,30062832,1,protein_coding,"protein phosphatase 1, regulatory (inhibitor) subunit 11 [Source:HGNC Symbol;Acc:HGNC:9285]"
ENSG00000233315,NA,XXbac-BPG249D20.9,CHR_HSCHR6_MHC_DBB_CTG1,30506497,30509451,1,processed_transcript,
ENSG00000233316,259234,DSCR10,21,38206156,38208644,1,sense_intronic,Down syndrome critical region 10 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:16302]
ENSG00000233317,NA,MTCO3P1,CHR_HSCHR6_MHC_SSTO_CTG1,32798219,32799050,-1,unprocessed_pseudogene,MT-CO3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31342]
ENSG00000233318,NA,RP11-573G6.2,10,22266991,22267346,1,processed_pseudogene,
ENSG00000233319,NA,PPIAP32,10,130131770,130132241,-1,processed_pseudogene,peptidylprolyl isomerase A (cyclophilin A) pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:49531]
ENSG00000233321,NA,RP11-482E14.1,10,3486894,3502838,-1,lincRNA,
ENSG00000233323,7148,TNXB,CHR_HSCHR6_MHC_COX_CTG1,31989596,32066062,-1,protein_coding,tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976]
ENSG00000233324,NA,EEF1A1P34,20,18782424,18783690,-1,processed_pseudogene,eukaryotic translation elongation factor 1 alpha 1 pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:37912]
ENSG00000233325,NA,MIPEPP3,13,21298139,21306373,1,transcribed_unprocessed_pseudogene,mitochondrial intermediate peptidase pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39458]
ENSG00000233327,NA,USP32P2,17,18511262,18525930,-1,transcribed_unprocessed_pseudogene,ubiquitin specific peptidase 32 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:30751]
ENSG00000233328,NA,PFN1P1,1,171670517,171670939,-1,processed_pseudogene,profilin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42989]
ENSG00000233329,NA,AC068287.1,2,141208082,141208376,-1,processed_pseudogene,
ENSG00000233330,NA,RP1-12G14.7,6,149591755,149592663,-1,antisense,
ENSG00000233332,NA,RP4-799P18.2,1,234212606,234215088,-1,antisense,
ENSG00000233333,NA,RNFT1P2,1,78170481,78171237,-1,processed_pseudogene,"ring finger protein, transmembrane 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44388]"
ENSG00000233334,NA,FAM53B-AS1,10,124703625,124714217,1,antisense,FAM53B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49499]
ENSG00000233335,NA,AC016696.1,2,46256860,46257177,-1,processed_pseudogene,
ENSG00000233336,NA,RP13-221M14.2,1,13146981,13147460,-1,lincRNA,
ENSG00000233337,NA,UBE2FP3,1,111437514,111438037,1,processed_pseudogene,ubiquitin-conjugating enzyme E2F (putative) pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44537]
ENSG00000233338,NA,TLR8-AS1,X,12902817,12908333,-1,antisense,TLR8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40720]
ENSG00000233339,NA,AC018878.3,2,106179542,106183797,1,antisense,
ENSG00000233340,NA,RP11-25C19.3,10,112671812,112677819,-1,antisense,
ENSG00000233342,NA,RP11-235G24.3,6,160926369,160927162,1,lincRNA,
ENSG00000233343,NA,ATP6V1G1P4,10,35158306,35158640,1,processed_pseudogene,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37671]"
ENSG00000233345,4439,MSH5,CHR_HSCHR6_MHC_APD_CTG1,31823611,31830163,1,protein_coding,mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328]
ENSG00000233347,NA,ERP29P1,20,52110344,52111049,-1,processed_pseudogene,endoplasmic reticulum lumenal protein 29 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24625]
ENSG00000233348,7917,BAG6,CHR_HSCHR6_MHC_SSTO_CTG1,31629769,31643448,-1,protein_coding,BCL2-associated athanogene 6 [Source:HGNC Symbol;Acc:HGNC:13919]
ENSG00000233349,NA,LINC00333,13,84562364,84563236,1,lincRNA,long intergenic non-protein coding RNA 333 [Source:HGNC Symbol;Acc:HGNC:42050]
ENSG00000233350,NA,TRIM26BP,CHR_HSCHR6_MHC_SSTO_CTG1,30228650,30232212,1,unprocessed_pseudogene,"tripartite motif containing 26B, pseudogene [Source:HGNC Symbol;Acc:HGNC:31338]"
ENSG00000233351,NA,RP1-69D17.3,6,129479615,129481410,-1,antisense,
ENSG00000233352,NA,RP1-300I2.3,20,45229817,45230191,1,unprocessed_pseudogene,
ENSG00000233353,NA,RPS7P9,10,80716483,80717068,-1,processed_pseudogene,ribosomal protein S7 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:36998]
ENSG00000233354,140875,LINC00028,20,31485778,31487574,1,lincRNA,long intergenic non-protein coding RNA 28 [Source:HGNC Symbol;Acc:HGNC:16224]
ENSG00000233355,100506915,CHRM3-AS2,1,239703381,239730465,-1,antisense,CHRM3 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:43725]
ENSG00000233357,NA,RPL30P15,X,13574746,13575066,1,processed_pseudogene,ribosomal protein L30 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:36542]
ENSG00000233358,NA,RP1-209A6.1,6,22744395,23031780,-1,lincRNA,
ENSG00000233359,NA,RP11-202K23.1,1,102199739,102389630,-1,lincRNA,
ENSG00000233360,101927051,Z83844.1,22,37641832,37658377,-1,antisense,
ENSG00000233363,NA,AC006019.4,7,154092201,154096043,-1,antisense,
ENSG00000233365,101929297,RP4-655C5.4,6,166236969,166256947,1,lincRNA,
ENSG00000233366,NA,ZNF90P2,6,28888832,28889906,-1,processed_pseudogene,zinc finger protein 90 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:21687]
ENSG00000233367,NA,RP11-307L3.4,9,6415145,6449558,-1,antisense,
ENSG00000233369,100093631,GTF2IP4,7,73154938,73207283,1,transcribed_processed_pseudogene,"general transcription factor IIi, pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:51716]"
ENSG00000233370,NA,AC092664.1,2,110184054,110185179,1,processed_pseudogene,
ENSG00000233372,NA,RP5-893G23.1,1,30140263,30141607,1,lincRNA,
ENSG00000233376,NA,RP5-881L22.6,20,44389624,44391537,-1,antisense,
ENSG00000233377,NA,MTND4P20,10,94940253,94941121,-1,processed_pseudogene,MT-ND4 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:42207]
ENSG00000233378,NA,USP9YP34,Y,17984349,17993260,1,unprocessed_pseudogene,"ubiquitin specific peptidase 9, Y-linked pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:38778]"
ENSG00000233379,NA,RP11-318G21.4,13,77939162,77944874,-1,lincRNA,
ENSG00000233380,NA,RPS2P48,17,53756989,53757870,-1,processed_pseudogene,ribosomal protein S2 pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:35985]
ENSG00000233381,NA,AK4P3,12,31615771,31616439,-1,processed_pseudogene,adenylate kinase 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:21596]
ENSG00000233382,158801,NKAPP1,X,120120953,120245267,-1,transcribed_processed_pseudogene,NFKB activating protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26706]
ENSG00000233383,NA,RP11-324F21.1,7,67089257,67089470,-1,processed_pseudogene,
ENSG00000233384,NA,RP11-100E13.1,1,224615296,224616220,-1,antisense,
ENSG00000233385,NA,RP11-3N2.9,7,64106065,64106819,-1,unprocessed_pseudogene,
ENSG00000233387,NA,RP11-342D11.3,10,33096257,33116672,-1,lincRNA,
ENSG00000233388,NA,RP4-569D19.5,22,35501861,35503586,-1,processed_pseudogene,
ENSG00000233392,200772,AC104809.4,2,240954617,240967451,-1,processed_transcript,
ENSG00000233393,NA,AP000688.29,21,36104881,36109690,1,lincRNA,
ENSG00000233395,NA,LINC00841,10,43939003,43944466,1,lincRNA,long intergenic non-protein coding RNA 841 [Source:HGNC Symbol;Acc:HGNC:27430]
ENSG00000233396,NA,RP11-458D21.1,1,146052566,146061948,1,lincRNA,
ENSG00000233397,NA,AC008063.3,2,162093429,162094854,1,lincRNA,
ENSG00000233399,101929406,RP11-111I12.1,1,30013952,30037612,-1,lincRNA,
ENSG00000233401,NA,PRKAR1AP,1,92125301,92126462,1,processed_pseudogene,"protein kinase, cAMP-dependent, regulatory, type I, alpha pseudogene [Source:HGNC Symbol;Acc:HGNC:9389]"
ENSG00000233402,NA,TARDBPP1,20,6200989,6202191,-1,processed_pseudogene,TAR DNA binding protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16536]
ENSG00000233403,NA,RP11-86A5.1,X,25878339,25893544,1,lincRNA,
ENSG00000233405,103689843,LINC01046,13,21234568,21235204,1,lincRNA,long intergenic non-protein coding RNA 1046 [Source:HGNC Symbol;Acc:HGNC:49040]
ENSG00000233406,NA,RP11-296A18.5,1,51250603,51251472,-1,processed_pseudogene,
ENSG00000233407,NA,RP11-567C20.3,1,50206084,50223127,-1,antisense,
ENSG00000233408,NA,LA16c-23H5.4,22,15557577,15560694,-1,antisense,
ENSG00000233409,101410540,FANK1-AS1,10,125972188,125973126,-1,antisense,FANK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43915]
ENSG00000233410,NA,LINC01222,1,199006040,199021037,-1,lincRNA,long intergenic non-protein coding RNA 1222 [Source:HGNC Symbol;Acc:HGNC:49672]
ENSG00000233411,NA,RP11-104L21.2,1,167457383,167458661,-1,sense_intronic,
ENSG00000233412,403274,OR5H15,3,98168700,98198138,1,protein_coding,"olfactory receptor, family 5, subfamily H, member 15 [Source:HGNC Symbol;Acc:HGNC:31287]"
ENSG00000233415,NA,RP11-101E14.3,20,40031585,40043889,1,lincRNA,
ENSG00000233416,NA,AC012065.5,2,20606280,20606654,-1,processed_pseudogene,
ENSG00000233417,NA,RP4-742N3.1,7,120141016,120142996,-1,lincRNA,
ENSG00000233418,8449,DHX16,CHR_HSCHR6_MHC_DBB_CTG1,30643349,30663298,-1,protein_coding,DEAH (Asp-Glu-Ala-His) box polypeptide 16 [Source:HGNC Symbol;Acc:HGNC:2739]
ENSG00000233419,NA,RP4-781L3.1,1,25125053,25125454,-1,processed_pseudogene,
ENSG00000233420,NA,AC002127.4,7,88710631,88756725,1,lincRNA,
ENSG00000233421,NA,RP5-875O13.1,1,16533886,16536172,-1,lincRNA,
ENSG00000233423,NA,RP4-736H5.3,7,67691058,67697029,-1,lincRNA,
ENSG00000233424,NA,RP11-175I6.5,9,42707800,42714539,1,lincRNA,
ENSG00000233425,NA,KRT18P67,9,122837557,122838820,1,processed_pseudogene,keratin 18 pseudogene 67 [Source:HGNC Symbol;Acc:HGNC:48894]
ENSG00000233426,NA,EIF3FP3,2,58251440,58252525,1,processed_pseudogene,"eukaryotic translation initiation factor 3, subunit F pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37625]"
ENSG00000233427,NA,RP1-212P9.3,1,28870483,28877336,-1,antisense,
ENSG00000233428,NA,AC019050.1,2,129496297,129496788,1,processed_pseudogene,
ENSG00000233429,NA,HOTAIRM1,7,27095647,27100265,1,antisense,"HOXA transcript antisense RNA, myeloid-specific 1 [Source:HGNC Symbol;Acc:HGNC:37117]"
ENSG00000233430,NA,RP11-403I13.9,1,143811359,143825837,-1,unprocessed_pseudogene,
ENSG00000233431,NA,RP11-63N8.3,1,21586472,21591187,1,antisense,
ENSG00000233432,NA,RP11-344P13.3,1,121502344,121503891,1,processed_pseudogene,
ENSG00000233433,NA,RP1-296G17.3,X,121024964,121026563,-1,processed_pseudogene,
ENSG00000233435,NA,AGGF1P2,10,133640789,133642894,1,processed_pseudogene,angiogenic factor with G patch and FHA domains 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38052]
ENSG00000233436,643376,BTBD18,11,57743514,57751781,-1,protein_coding,BTB (POZ) domain containing 18 [Source:HGNC Symbol;Acc:HGNC:37214]
ENSG00000233437,100130849,RP13-580B18.1,7,56875385,56882146,-1,transcribed_unprocessed_pseudogene,
ENSG00000233438,NA,AC109829.1,2,27537386,27567144,1,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C9JG08]
ENSG00000233439,170679,PSORS1C1,CHR_HSCHR6_MHC_DBB_CTG1,31108521,31133775,1,protein_coding,psoriasis susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:HGNC:17202]
ENSG00000233440,NA,HMGA1P6,13,23134174,23134564,1,processed_pseudogene,high mobility group AT-hook 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:19121]
ENSG00000233441,NA,CYP2AB1P,3,183895900,183910936,-1,transcribed_unprocessed_pseudogene,"cytochrome P450, family 2, subfamily AB, polypeptide 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:39975]"
ENSG00000233442,NA,PPP6R2P1,21,14007134,14014880,1,unprocessed_pseudogene,"protein phosphatase 6, regulatory subunit 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39605]"
ENSG00000233444,NA,AC013262.1,2,81666477,81666728,-1,processed_pseudogene,
ENSG00000233445,NA,RPL17P11,2,233721522,233722065,-1,processed_pseudogene,ribosomal protein L17 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:36509]
ENSG00000233446,NA,XXyac-YR12DB5.1,X,81600072,81601306,1,processed_pseudogene,
